jersey_number,field_position,international_name,birth_date,club_id,detailed_field_position,id,image_url,country_code,field_position_fr,height,weight,team_id,group,age,age_float,bmi,association_logo_url,big_logo_url,country_code_club,id_provider,international_name_club,logo_url,medium_logo_url,team_code,team_type_detail,display_official_name,field_position_hr,field_position_color,country_name,country_flag,country_name_club,country_flag_club,league_name,group_hr,nbr_selections,nbr_selections_euro,nbr_selections_wcup,nbr_selections_friendly
22,MIDFIELDER,Pablo Sarabia,1992-05-11,52747,WINGER,1909920,https://img.uefa.com/imgml/TP/players/3/2020/324x324/1909920.jpg,ESP,Milieu,177.0,70.0,122,E,29,29.10684931506849,22.34351559258195,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52747.png,FRA,FAME,Paris,https://img.uefa.com/imgml/TP/teams/logos/70x70/52747.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,PAR,DOMESTIC_MEN_TEAM_A,Paris Saint-Germain,Midfielder,#30a2da,Spain,🇪🇸,France,🇫🇷,Ligue 1 🇫🇷,Group E,7.0,6.0,,1.0
17,MIDFIELDER,Fabián Ruiz,1996-04-03,50136,CENTRAL_MIDFIELDER,250115436,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250115436.jpg,ESP,Milieu,,,122,E,25,25.208219178082192,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50136.png,ITA,FAME,Napoli,https://img.uefa.com/imgml/TP/teams/logos/70x70/50136.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,NAP,DOMESTIC_MEN_TEAM_A,SSC Napoli,Midfielder,#30a2da,Spain,🇪🇸,Italy,🇮🇹,Serie A 🇮🇹,Group E,17.0,8.0,3.0,2.0
20,MIDFIELDER,Adama Traoré,1996-01-25,53357,WINGER,250056274,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250056274.jpg,ESP,Milieu,171.0,,122,E,25,25.3972602739726,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/53357.png,ENG,FAME,Wolves,https://img.uefa.com/imgml/TP/teams/logos/70x70/53357.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/53357.png,WOL,DOMESTIC_MEN_TEAM_A,Wolverhampton Wanderers FC,Midfielder,#30a2da,Spain,🇪🇸,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group E,6.0,,,2.0
26,FORWARD,Pedri,2002-11-25,50080,UNKNOWN,250143693,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250143693.jpg,ESP,Attaquant,,,122,E,19,18.55890410958904,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ESP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50080.png,ESP,FAME,Barcelona,https://img.uefa.com/imgml/TP/teams/logos/70x70/50080.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,BAR,DOMESTIC_MEN_TEAM_A,FC Barcelona,Forward,#e5ae38,Spain,🇪🇸,Spain,🇪🇸,La Liga 🇪🇸,Group E,4.0,,3.0,1.0
7,FORWARD,Álvaro Morata,1992-10-23,50139,STRIKER,250024456,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250024456.jpg,ESP,Attaquant,189.0,85.0,122,E,29,28.654794520547945,23.79552644102909,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50139.png,ITA,FAME,Juventus,https://img.uefa.com/imgml/TP/teams/logos/70x70/50139.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,JUV,DOMESTIC_MEN_TEAM_A,Juventus,Forward,#e5ae38,Spain,🇪🇸,Italy,🇮🇹,Serie A 🇮🇹,Group E,48.0,14.0,11.0,17.0
21,FORWARD,Mikel Oyarzabal,1997-04-21,50123,STRIKER,250097180,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250097180.jpg,ESP,Attaquant,,,122,E,24,24.15890410958904,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ESP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50123.png,ESP,FAME,Real Sociedad,https://img.uefa.com/imgml/TP/teams/logos/70x70/50123.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50123.png,REA,DOMESTIC_MEN_TEAM_A,Real Sociedad de Fútbol,Forward,#e5ae38,Spain,🇪🇸,Spain,🇪🇸,La Liga 🇪🇸,Group E,17.0,8.0,3.0,2.0
9,FORWARD,Gerard Moreno,1992-04-07,70691,STRIKER,250074565,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250074565.jpg,ESP,Attaquant,177.0,,122,E,29,29.2,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ESP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/70691.png,ESP,FAME,Villarreal,https://img.uefa.com/imgml/TP/teams/logos/70x70/70691.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/70691.png,VLR,DOMESTIC_MEN_TEAM_A,Villarreal CF,Forward,#e5ae38,Spain,🇪🇸,Spain,🇪🇸,La Liga 🇪🇸,Group E,13.0,4.0,1.0,3.0
1,GOALKEEPER,Robin Olsen,1990-01-08,52281,GOALKEEPER,250049713,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250049713.jpg,SWE,Gardien,198.0,89.0,127,E,31,31.446575342465756,22.70176512600755,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52281.png,ENG,FAME,Everton,https://img.uefa.com/imgml/TP/teams/logos/70x70/52281.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52281.png,EVE,DOMESTIC_MEN_TEAM_A,Everton FC,Goalkeeper,#fc4f30,Sweden,🇸🇪,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group E,64.0,21.0,19.0,14.0
23,GOALKEEPER,Kristoffer Nordfeldt,1989-06-23,53055,GOALKEEPER,250000108,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250000108.jpg,SWE,Gardien,190.0,85.0,127,E,32,31.991780821917807,23.545706371191137,https://img.uefa.com/imgml/uefacom/elements/logos/ma/TUR.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/53055.png,TUR,FAME,Gençlerbirliği,https://img.uefa.com/imgml/TP/teams/logos/70x70/53055.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/53055.png,GCB,DOMESTIC_MEN_TEAM_A,Gençlerbirliği SK,Goalkeeper,#fc4f30,Sweden,🇸🇪,Turkey,🇹🇷,Süper Lig 🇹🇷,Group E,68.0,20.0,19.0,19.0
12,GOALKEEPER,Karl-Johan Johnsson,1990-01-28,52709,GOALKEEPER,250005387,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250005387.jpg,SWE,Gardien,,,127,E,31,31.39178082191781,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/DEN.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52709.png,DEN,FAME,Copenhagen,https://img.uefa.com/imgml/TP/teams/logos/70x70/52709.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,CPH,DOMESTIC_MEN_TEAM_A,F.C. Copenhagen,Goalkeeper,#fc4f30,Sweden,🇸🇪,Denmark,🇩🇰,Superligaen 🇩🇰,Group E,44.0,10.0,12.0,12.0
5,DEFENDER,Pierre Bengtsson,1988-04-12,52712,FULL_BACK,1904230,https://img.uefa.com/imgml/TP/players/3/2020/324x324/1904230.jpg,SWE,Défenseur,175.0,77.0,127,E,33,33.18904109589041,25.142857142857142,https://img.uefa.com/imgml/uefacom/elements/logos/ma/DEN.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52712.png,DEN,FAME,VB,https://img.uefa.com/imgml/TP/teams/logos/70x70/52712.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52712.png,VEL,DOMESTIC_MEN_TEAM_A,Vejle BK,Defender,#6d904f,Sweden,🇸🇪,Denmark,🇩🇰,Superligaen 🇩🇰,Group E,54.0,22.0,10.0,16.0
14,DEFENDER,Filip Helander,1993-04-22,50121,CENTRE_BACK,250034742,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250034742.jpg,SWE,Défenseur,192.0,81.0,127,E,28,28.15890410958904,21.97265625,https://img.uefa.com/imgml/uefacom/elements/logos/ma/SCO.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50121.png,SCO,FAME,Rangers,https://img.uefa.com/imgml/TP/teams/logos/70x70/50121.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50121.png,RAN,DOMESTIC_MEN_TEAM_A,Rangers FC,Defender,#6d904f,Sweden,🇸🇪,Scotland,🏴󠁧󠁢󠁳󠁣󠁴󠁿,Scottish Premiership 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Group E,41.0,14.0,13.0,7.0
18,DEFENDER,Pontus Jansson,1991-02-13,2601127,CENTRE_BACK,1908319,https://img.uefa.com/imgml/TP/players/3/2020/324x324/1908319.jpg,SWE,Défenseur,194.0,89.0,127,E,30,30.34794520547945,23.647571474120525,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2601127.png,ENG,FAME,Brentford,https://img.uefa.com/imgml/TP/teams/logos/70x70/2601127.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601127.png,,DOMESTIC_MEN_TEAM_A,Brentford FC,Defender,#6d904f,Sweden,🇸🇪,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group E,44.0,11.0,13.0,15.0
4,DEFENDER,Andreas Granqvist,1985-04-16,60401,CENTRE_BACK,95669,https://img.uefa.com/imgml/TP/players/3/2020/324x324/95669.jpg,SWE,Défenseur,192.0,84.0,127,E,36,36.18082191780822,22.786458333333336,https://img.uefa.com/imgml/uefacom/elements/logos/ma/SWE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/60401.png,SWE,FAME,Helsingborg,https://img.uefa.com/imgml/TP/teams/logos/70x70/60401.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/60401.png,HEL,DOMESTIC_MEN_TEAM_A,Helsingborgs IF,Defender,#6d904f,Sweden,🇸🇪,Sweden,🇸🇪,Allsvenskan 🇸🇪,Group E,114.0,38.0,31.0,42.0
16,DEFENDER,Emil Krafth,1994-08-02,59324,UNKNOWN,250049881,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250049881.jpg,SWE,Défenseur,181.0,,127,E,27,26.87945205479452,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/59324.png,ENG,FAME,Newcastle,https://img.uefa.com/imgml/TP/teams/logos/70x70/59324.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/59324.png,NEW,DOMESTIC_MEN_TEAM_A,Newcastle United FC,Defender,#6d904f,Sweden,🇸🇪,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group E,50.0,8.0,15.0,17.0
3,DEFENDER,Victor Lindelöf,1994-07-17,52682,CENTRE_BACK,250055905,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250055905.jpg,SWE,Défenseur,187.0,80.0,127,E,27,26.92328767123288,22.877405702193368,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52682.png,ENG,FAME,Man. United,https://img.uefa.com/imgml/TP/teams/logos/70x70/52682.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52682.png,MU,DOMESTIC_MEN_TEAM_A,Manchester United FC,Defender,#6d904f,Sweden,🇸🇪,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group E,47.0,8.0,17.0,13.0
6,DEFENDER,Ludwig Augustinsson,1994-04-21,50040,FULL_BACK,250024701,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250024701.jpg,SWE,Défenseur,181.0,74.0,127,E,27,27.16164383561644,22.587833094227893,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50040.png,GER,FAME,Bremen,https://img.uefa.com/imgml/TP/teams/logos/70x70/50040.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50040.png,BRM,DOMESTIC_MEN_TEAM_A,SV Werder Bremen,Defender,#6d904f,Sweden,🇸🇪,Germany,🇩🇪,Bundesliga 🇩🇪,Group E,43.0,8.0,19.0,9.0
2,DEFENDER,Mikael Lustig,1986-12-13,52341,FULL_BACK,97687,https://img.uefa.com/imgml/TP/players/3/2020/324x324/97687.jpg,SWE,Défenseur,189.0,78.0,127,E,35,34.52054794520548,21.83589485176787,https://img.uefa.com/imgml/uefacom/elements/logos/ma/SWE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52341.png,SWE,FAME,AIK,https://img.uefa.com/imgml/TP/teams/logos/70x70/52341.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52341.png,AIK,DOMESTIC_MEN_TEAM_A,AIK,Defender,#6d904f,Sweden,🇸🇪,Sweden,🇸🇪,Allsvenskan 🇸🇪,Group E,108.0,33.0,28.0,37.0
24,DEFENDER,Marcus Danielson,1989-04-08,2608077,UNKNOWN,1907505,https://img.uefa.com/imgml/TP/players/3/2020/324x324/1907505.jpg,SWE,Défenseur,,,127,E,32,32.2,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CHN.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2608077.png,CHN,FAME,Dalian Pro,https://img.uefa.com/imgml/TP/teams/logos/70x70/2608077.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2608077.png,,DOMESTIC_MEN_TEAM_A,Dalian Professional F.C.,Defender,#6d904f,Sweden,🇸🇪,China,🇨🇳,中国足球协会超级联赛 🇨🇳,Group E,8.0,3.0,,3.0
7,MIDFIELDER,Sebastian Larsson,1985-06-06,52341,WINGER,62487,https://img.uefa.com/imgml/TP/players/3/2020/324x324/62487.jpg,SWE,Milieu,178.0,70.0,127,E,36,36.04109589041096,22.093170054286077,https://img.uefa.com/imgml/uefacom/elements/logos/ma/SWE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52341.png,SWE,FAME,AIK,https://img.uefa.com/imgml/TP/teams/logos/70x70/52341.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52341.png,AIK,DOMESTIC_MEN_TEAM_A,AIK,Midfielder,#30a2da,Sweden,🇸🇪,Sweden,🇸🇪,Allsvenskan 🇸🇪,Group E,142.0,42.0,36.0,54.0
13,MIDFIELDER,Gustav Svensson,1987-02-07,2608078,DEFENSIVE_MIDFIELDER,99924,https://img.uefa.com/imgml/TP/players/3/2020/324x324/99924.jpg,SWE,Milieu,184.0,83.0,127,E,34,34.367123287671234,24.515595463137995,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CHN.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2608078.png,CHN,FAME,Guangzhou,https://img.uefa.com/imgml/TP/teams/logos/70x70/2608078.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2608078.png,,DOMESTIC_MEN_TEAM_A,Guangzhou R&F,Midfielder,#30a2da,Sweden,🇸🇪,China,🇨🇳,中国足球协会超级联赛 🇨🇳,Group E,41.0,12.0,9.0,11.0
26,MIDFIELDER,Jens-Lys Cajuste,1999-08-10,75795,UNKNOWN,250121175,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250121175.jpg,SWE,Milieu,,,127,E,22,21.854794520547944,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/DEN.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/75795.png,DEN,FAME,Midtjylland,https://img.uefa.com/imgml/TP/teams/logos/70x70/75795.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/75795.png,MID,DOMESTIC_MEN_TEAM_A,FC Midtjylland,Midfielder,#30a2da,Sweden,🇸🇪,Denmark,🇩🇰,Superligaen 🇩🇰,Group E,8.0,,2.0,4.0
22,MIDFIELDER,Robin Quaison,1993-10-09,70853,WINGER,250050478,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250050478.jpg,SWE,Milieu,183.0,76.0,127,E,28,27.693150684931503,22.69401893158948,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/70853.png,GER,FAME,Mainz,https://img.uefa.com/imgml/TP/teams/logos/70x70/70853.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/70853.png,MAI,DOMESTIC_MEN_TEAM_A,1. FSV Mainz 05,Midfielder,#30a2da,Sweden,🇸🇪,Germany,🇩🇪,Bundesliga 🇩🇪,Group E,30.0,11.0,2.0,9.0
10,MIDFIELDER,Emil Forsberg,1991-10-23,2603790,WINGER,250013469,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250013469.jpg,SWE,Milieu,179.0,78.0,127,E,30,29.65753424657534,24.343809494085704,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2603790.png,GER,FAME,Leipzig,https://img.uefa.com/imgml/TP/teams/logos/70x70/2603790.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,LEI,DOMESTIC_MEN_TEAM_A,RB Leipzig,Midfielder,#30a2da,Sweden,🇸🇪,Germany,🇩🇪,Bundesliga 🇩🇪,Group E,66.0,22.0,19.0,19.0
15,MIDFIELDER,Ken Sema,1993-09-30,52744,WINGER,250110384,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250110384.jpg,SWE,Milieu,,,127,E,28,27.71780821917808,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52744.png,ENG,FAME,Watford,https://img.uefa.com/imgml/TP/teams/logos/70x70/52744.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52744.png,WAT,DOMESTIC_MEN_TEAM_A,Watford FC,Midfielder,#30a2da,Sweden,🇸🇪,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group E,26.0,6.0,6.0,7.0
8,MIDFIELDER,Albin Ekdal,1989-07-28,50089,DEFENSIVE_MIDFIELDER,102351,https://img.uefa.com/imgml/TP/players/3/2020/324x324/102351.jpg,SWE,Milieu,186.0,75.0,127,E,32,31.895890410958906,21.678806798473808,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50089.png,ITA,FAME,Sampdoria,https://img.uefa.com/imgml/TP/teams/logos/70x70/50089.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50089.png,SAM,DOMESTIC_MEN_TEAM_A,UC Sampdoria,Midfielder,#30a2da,Sweden,🇸🇪,Italy,🇮🇹,Serie A 🇮🇹,Group E,69.0,20.0,20.0,22.0
21,MIDFIELDER,Dejan Kulusevski,2000-04-25,50139,WINGER,250103985,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250103985.jpg,SWE,Milieu,,,127,E,21,21.145205479452056,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50139.png,ITA,FAME,Juventus,https://img.uefa.com/imgml/TP/teams/logos/70x70/50139.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,JUV,DOMESTIC_MEN_TEAM_A,Juventus,Midfielder,#30a2da,Sweden,🇸🇪,Italy,🇮🇹,Serie A 🇮🇹,Group E,14.0,2.0,2.0,4.0
20,MIDFIELDER,Kristoffer Olsson,1995-06-30,2601038,CENTRAL_MIDFIELDER,250040953,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250040953.jpg,SWE,Milieu,178.0,,127,E,26,25.96986301369863,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/RUS.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2601038.png,RUS,FAME,Krasnodar,https://img.uefa.com/imgml/TP/teams/logos/70x70/2601038.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601038.png,KRA,DOMESTIC_MEN_TEAM_A,FC Krasnodar,Midfielder,#30a2da,Sweden,🇸🇪,Russia,🇷🇺,Российская премьер-лига 🇷🇺,Group E,27.0,10.0,2.0,6.0
19,MIDFIELDER,Mattias Svanberg,1999-01-05,52969,UNKNOWN,250076479,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250076479.jpg,SWE,Milieu,,,127,E,22,22.44931506849315,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52969.png,ITA,FAME,Bologna,https://img.uefa.com/imgml/TP/teams/logos/70x70/52969.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52969.png,BOL,DOMESTIC_MEN_TEAM_A,Bologna FC,Midfielder,#30a2da,Sweden,🇸🇪,Italy,🇮🇹,Serie A 🇮🇹,Group E,16.0,2.0,2.0,5.0
17,MIDFIELDER,Viktor Claesson,1992-01-02,2601038,ATTACKING_MIDFIELDER,250024171,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250024171.jpg,SWE,Milieu,183.0,79.0,127,E,29,29.46301369863014,23.589835468362743,https://img.uefa.com/imgml/uefacom/elements/logos/ma/RUS.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2601038.png,RUS,FAME,Krasnodar,https://img.uefa.com/imgml/TP/teams/logos/70x70/2601038.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601038.png,KRA,DOMESTIC_MEN_TEAM_A,FC Krasnodar,Midfielder,#30a2da,Sweden,🇸🇪,Russia,🇷🇺,Российская премьер-лига 🇷🇺,Group E,43.0,4.0,18.0,13.0
25,FORWARD,Jordan Larsson,1997-06-20,50068,,250090718,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250090718.jpg,SWE,Attaquant,,,127,E,24,23.994520547945207,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/RUS.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50068.png,RUS,FAME,Spartak Moskva,https://img.uefa.com/imgml/TP/teams/logos/70x70/50068.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50068.png,SPM,DOMESTIC_MEN_TEAM_A,FC Spartak Moskva,Forward,#e5ae38,Sweden,🇸🇪,Russia,🇷🇺,Российская премьер-лига 🇷🇺,Group E,7.0,,,4.0
9,FORWARD,Marcus Berg,1986-08-17,2601038,STRIKER,97688,https://img.uefa.com/imgml/TP/players/3/2020/324x324/97688.jpg,SWE,Attaquant,184.0,75.0,127,E,35,34.843835616438355,22.152646502835537,https://img.uefa.com/imgml/uefacom/elements/logos/ma/RUS.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2601038.png,RUS,FAME,Krasnodar,https://img.uefa.com/imgml/TP/teams/logos/70x70/2601038.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601038.png,KRA,DOMESTIC_MEN_TEAM_A,FC Krasnodar,Forward,#e5ae38,Sweden,🇸🇪,Russia,🇷🇺,Российская премьер-лига 🇷🇺,Group E,94.0,23.0,29.0,32.0
11,FORWARD,Alexander Isak,1999-09-21,50123,STRIKER,250089868,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250089868.jpg,SWE,Attaquant,,,127,E,22,21.73972602739726,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ESP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50123.png,ESP,FAME,Real Sociedad,https://img.uefa.com/imgml/TP/teams/logos/70x70/50123.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50123.png,REA,DOMESTIC_MEN_TEAM_A,Real Sociedad de Fútbol,Forward,#e5ae38,Sweden,🇸🇪,Spain,🇪🇸,La Liga 🇪🇸,Group E,22.0,10.0,2.0,5.0
16,GOALKEEPER,Steve Mandanda,1985-03-28,52748,GOALKEEPER,98893,https://img.uefa.com/imgml/TP/players/3/2020/324x324/98893.jpg,FRA,Gardien,185.0,82.0,43,F,36,36.23287671232877,23.959094229364496,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52748.png,FRA,FAME,Marseille,https://img.uefa.com/imgml/TP/teams/logos/70x70/52748.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,OM,DOMESTIC_MEN_TEAM_A,Olympique de Marseille,Goalkeeper,#fc4f30,France,🇫🇷,France,🇫🇷,Ligue 1 🇫🇷,Group F,124.0,30.0,37.0,51.0
1,GOALKEEPER,Hugo Lloris,1986-12-26,1652,GOALKEEPER,93846,https://img.uefa.com/imgml/TP/players/3/2020/324x324/93846.jpg,FRA,Gardien,188.0,73.0,43,F,35,34.484931506849314,20.65414214576732,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/1652.png,ENG,FAME,Tottenham,https://img.uefa.com/imgml/TP/teams/logos/70x70/1652.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/1652.png,TOT,DOMESTIC_MEN_TEAM_A,Tottenham Hotspur,Goalkeeper,#fc4f30,France,🇫🇷,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group F,145.0,27.0,47.0,63.0
23,GOALKEEPER,Mike Maignan,1995-07-03,52747,GOALKEEPER,250042780,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250042780.jpg,FRA,Gardien,187.0,80.0,43,F,26,25.96164383561644,22.877405702193368,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52747.png,FRA,FAME,Paris,https://img.uefa.com/imgml/TP/teams/logos/70x70/52747.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,PAR,DOMESTIC_MEN_TEAM_A,Paris Saint-Germain,Goalkeeper,#fc4f30,France,🇫🇷,France,🇫🇷,Ligue 1 🇫🇷,Group F,22.0,8.0,3.0,5.0
24,DEFENDER,Léo Dubois,1994-09-14,5312,,250088023,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250088023.jpg,FRA,Défenseur,,,43,F,27,26.76164383561644,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/5312.png,FRA,FAME,Lyon,https://img.uefa.com/imgml/TP/teams/logos/70x70/5312.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/5312.png,OL,DOMESTIC_MEN_TEAM_A,Olympique Lyonnais,Defender,#6d904f,France,🇫🇷,France,🇫🇷,Ligue 1 🇫🇷,Group F,17.0,6.0,3.0,4.0
